Country,Year,NumDisaster,NumKilled,NumInjured,NumAffected,NumHomeless,AffectedPop,TotalDamUSD,Continent
Papua New Guinea,2007,1,172,0,162140,0,162140,0,Oceania
Papua New Guinea,2008,2,10,0,75300,0,75300,0,Oceania
Papua New Guinea,2009,4,211,0,7391,0,7391,0,Oceania
Papua New Guinea,2011,1,0,0,0,0,0,0,Oceania
Papua New Guinea,2012,2,65,0,200000,0,200000,27000,Oceania
Papua New Guinea,2013,1,0,0,35000,0,35000,0,Oceania
Paraguay,2000,1,8,0,0,0,0,0,Americas
Paraguay,2002,2,0,0,2765,12500,15265,0,Americas
Paraguay,2004,1,0,0,0,0,0,0,Americas
Paraguay,2005,1,0,0,52990,0,52990,0,Americas
Paraguay,2006,1,17,0,100000,0,100000,0,Americas
Paraguay,2007,1,8,0,125000,0,125000,30000,Americas
Paraguay,2008,5,12,0,71612,0,71612,0,Americas
Paraguay,2009,4,8,0,212759,0,212759,820,Americas
Paraguay,2010,2,12,0,13681,0,13681,0,Americas
Paraguay,2011,2,44,0,16264,2000,18264,0,Americas
Paraguay,2012,3,5,100,1495845,0,1495945,6000,Americas
Peru,2000,3,33,0,0,50,50,0,Americas
Peru,2001,7,186,2743,292800,125015,420558,300000,Americas
Peru,2002,5,82,14,119036,0,119050,0,Americas
Peru,2003,3,361,12,1901388,3950,1905350,0,Americas
Peru,2004,4,101,1800006,344967,70,2145043,0,Americas
Peru,2005,2,5,59,2446,0,2505,50,Americas
Peru,2006,3,0,0,18000,325,18325,0,Americas
Peru,2007,3,677,1377,1589240,0,1590617,600000,Americas
Peru,2008,1,40,12,450000,0,450012,0,Americas
Peru,2009,7,577,24709,251177,150,276036,0,Americas
Peru,2010,4,510,54,169303,1000,170357,0,Americas
Peru,2011,6,109,213,837148,1705,839066,0,Americas
Peru,2012,6,299,174,313124,51385,364683,0,Americas
Peru,2013,1,67,0,180734,0,180734,0,Americas
Philippines,2000,13,748,393,6299359,125250,6425002,89758,Asia
Philippines,2001,11,630,480,3524478,100000,3624958,109641,Asia
Philippines,2002,13,322,233,1207991,3000,1211224,17543,Asia
Philippines,2003,10,350,75,604471,83203,687749,42302,Asia
Philippines,2004,13,1950,1321,3253055,8700,3263076,138867,Asia
Philippines,2005,4,39,0,213057,0,213057,2515,Asia
Philippines,2006,20,2984,2703,8610114,0,8612817,347281,Asia
Philippines,2007,16,129,24,2023068,0,2023092,16815,Asia
Philippines,2008,20,959,1015,8404236,54645,8459896,481202,Asia
Philippines,2009,25,1307,900,13351474,110,13352484,962107,Asia
Philippines,2010,15,1113,124096,5457411,0,5581507,335087,Asia
Philippines,2011,36,1989,6703,11723244,0,11729947,730025,Asia
Philippines,2012,22,2415,2879,12492805,35762,12531446,1800220,Asia
Philippines,2013,1,10,0,507769,0,507769,2800,Asia
Poland,2000,1,84,0,0,0,0,0,Europe
Poland,2001,2,297,0,15000,0,15000,700000,Europe
Poland,2002,3,192,0,0,0,0,150,Europe
Poland,2004,1,0,0,600,0,600,0,Europe
Poland,2005,4,193,0,3600,0,3600,0,Europe
Poland,2006,1,0,0,500,0,500,0,Europe
Poland,2007,2,19,0,0,0,0,100000,Europe
Poland,2008,2,84,10,1050,0,1060,50000,Europe
Poland,2009,3,307,82,150,0,232,100000,Europe
Poland,2010,3,219,0,100700,0,100700,3080000,Europe
Poland,2011,1,26,0,0,0,0,0,Europe
Poland,2012,4,198,10,300,0,310,5900,Europe
Poland,2013,1,25,0,0,0,0,0,Europe
Portugal,2000,1,4,10,0,60,70,0,Europe
Portugal,2001,2,6,0,0,200,200,0,Europe
Portugal,2002,1,1,0,0,60,60,0,Europe
Portugal,2003,3,2710,0,150036,0,150036,1730000,Europe
Portugal,2004,2,2,0,0,0,0,1338136,Europe
Portugal,2005,1,15,136,0,0,136,1650000,Europe
Portugal,2006,2,41,0,240,0,240,0,Europe
Portugal,2008,2,2,0,72,38,110,0,Europe
Portugal,2010,3,46,18,600,0,618,1620000,Europe
Puerto Rico,2001,1,2,0,9300,180,9480,146000,Americas
Puerto Rico,2003,2,2,0,2405,100,2505,0,Americas
Puerto Rico,2004,3,2,0,3500,0,3500,100000,Americas
Puerto Rico,2007,1,1,0,0,0,0,0,Americas
Puerto Rico,2011,2,1,0,1500,771,2271,500000,Americas
Puerto Rico,2012,1,0,0,0,0,0,0,Americas
Romania,2000,5,29,100,63000,731,63831,600500,Europe
Romania,2001,3,17,3,14800,0,14803,135000,Europe
Romania,2002,5,19,1,4801,3900,8702,290,Europe
Romania,2003,2,3,0,0,600,600,0,Europe
Romania,2004,6,49,0,30528,0,30528,0,Europe
Romania,2005,9,163,502,55769,800,57071,1313000,Europe
Romania,2006,7,77,202,19581,5000,24783,0,Europe
Romania,2007,6,80,0,4260,0,4260,0,Europe
Romania,2008,3,48,20,11090,0,11110,0,Europe
Romania,2009,3,22,4,0,0,4,0,Europe
Romania,2010,2,78,0,12237,0,12237,0,Europe
Romania,2012,1,86,239,7300,0,7539,0,Europe
Russia,2000,25,284,362,79943,19100,99405,44865,Europe
Russia,2001,11,798,322,393305,400,394027,308300,Europe
Russia,2002,12,631,1262,406914,1620,409796,1010970,Europe
Russia,2003,5,3,5,1000600,1800,1002405,10600,Europe
Russia,2004,8,36,62,12658,1000,13720,62759,Europe
Russia,2005,9,147,16,9045,0,9061,1023668,Europe
Russia,2006,4,0,40,19720,0,19760,187411,Europe
Russia,2007,3,2,12,14000,7500,21512,445752,Europe
Russia,2008,1,13,100,5135,0,5235,0,Europe
Russia,2010,8,55844,1007,53464,1200,55671,3666000,Europe
Russia,2011,3,1,14,14169,0,14183,24015,Europe
Russia,2012,8,415,5850,37397,5752,48999,1757000,Europe
Rwanda,2000,1,10,0,164,0,164,0,Africa
Rwanda,2001,2,12,0,3000,0,3000,0,Africa
Rwanda,2002,3,197,108,22171,0,22279,0,Africa
Rwanda,2003,2,0,16,1000000,7000,1007016,0,Africa
Rwanda,2004,1,4,0,540,0,540,0,Africa
Rwanda,2006,2,59,0,2300,0,2300,0,Africa
Rwanda,2007,2,30,0,4500,0,4500,9,Africa
Rwanda,2008,2,36,694,11295,0,11989,0,Africa
Rwanda,2010,2,21,17,0,5920,5937,0,Africa
Rwanda,2011,1,14,20,3588,0,3608,0,Africa
Rwanda,2012,1,5,0,11160,0,11160,0,Africa
Samoa,2001,1,0,0,0,0,0,1500,Oceania
Samoa,2004,1,1,0,0,0,0,0,Oceania
Samoa,2005,1,9,0,0,0,0,0,Oceania
Samoa,2009,1,143,310,5275,0,5585,150000,Oceania
Samoa,2012,1,12,0,12703,0,12703,133000,Oceania
Saudi Arabia,2000,2,133,0,497,0,497,0,Asia
Saudi Arabia,2001,1,35,0,74,0,74,0,Asia
Saudi Arabia,2002,1,19,0,0,0,0,0,Asia
Saudi Arabia,2003,2,12,50,13000,0,13050,0,Asia
Saudi Arabia,2004,1,5,30,400,0,430,0,Asia
Saudi Arabia,2005,2,63,17,50,0,67,0,Asia
Saudi Arabia,2009,1,161,0,0,10000,10000,900000,Asia
Saudi Arabia,2010,2,24,0,85,0,85,0,Asia
Saudi Arabia,2011,1,11,0,0,0,0,300000,Asia
Saudi Arabia,2012,1,19,0,0,0,0,0,Asia
Saudi Arabia,2013,1,20,0,0,0,0,0,Asia
Senegal,2000,1,0,0,0,0,0,0,Africa
Senegal,2002,4,46,0,463181,0,463181,40979,Africa
Senegal,2003,1,8,0,1277,6492,7769,0,Africa
Senegal,2004,3,8,0,861,1000,1861,0,Africa
Senegal,2005,2,303,0,73022,0,73022,0,Africa
Senegal,2007,2,24,0,8125,0,8125,0,Africa
Senegal,2008,1,1,0,23600,0,23600,0,Africa
Senegal,2009,1,6,0,264000,0,264000,0,Africa
Senegal,2010,2,2,63,102453,0,102516,0,Africa
Senegal,2011,2,0,6,855214,0,855220,0,Africa
Senegal,2012,1,19,0,57000,0,57000,10000,Africa
Serbia,2007,2,0,0,12370,0,12370,0,Europe
Serbia,2009,2,0,500,3210,0,3710,0,Europe
Serbia,2010,6,9,120,30340,1470,31930,132260,Europe
Serbia,2012,3,25,0,88234,0,88234,0,Europe
Serbia,2013,1,0,0,330,0,330,0,Europe
Serbia Montenegro,2000,4,3,70,6000,12,6082,0,Europe
Serbia Montenegro,2001,1,0,0,170,0,170,0,Europe
Serbia Montenegro,2002,2,1,100,2400,0,2500,0,Europe
Serbia Montenegro,2005,3,5,0,1945,1845,3790,0,Europe
Serbia Montenegro,2006,2,0,0,36200,0,36200,0,Europe
Seychelles,2002,1,0,0,6800,0,6800,0,Africa
Seychelles,2004,1,3,0,4760,70,4830,30000,Africa
Seychelles,2005,1,0,0,5461,0,5461,0,Africa
Seychelles,2013,1,0,0,1200,0,1200,9300,Africa
Sierra Leone,2000,1,38,0,0,0,0,0,Africa
Sierra Leone,2001,1,12,0,3,0,3,0,Africa
Sierra Leone,2003,1,10,0,90,0,90,0,Africa
Sierra Leone,2004,2,66,0,633,0,633,0,Africa
Sierra Leone,2005,1,20,0,15000,0,15000,0,Africa
Sierra Leone,2007,1,0,0,4500,0,4500,0,Africa
Sierra Leone,2008,1,170,0,1746,0,1746,0,Africa
Sierra Leone,2009,1,103,15,1455,0,1470,0,Africa
Sierra Leone,2010,2,16,5,234,0,239,0,Africa
Sierra Leone,2011,1,21,0,0,0,0,0,Africa
Sierra Leone,2012,1,300,0,23009,0,23009,0,Africa
Sierra Leone,2013,1,0,0,0,2257,2257,0,Africa
Singapore,2000,1,2,0,2022,0,2022,0,Asia
Singapore,2002,1,33,0,205,0,205,0,Asia
Slovakia,2000,1,6,0,0,0,0,0,Europe
Slovakia,2001,1,1,0,0,0,0,6000,Europe
Slovakia,2002,1,0,0,0,0,0,3000,Europe
Slovakia,2003,1,0,0,0,0,0,150000,Europe
Slovakia,2004,2,3,24,10530,0,10554,383300,Europe
Slovakia,2005,2,1,0,0,0,0,0,Europe
Slovakia,2006,2,1,0,100,0,100,0,Europe
Slovakia,2007,1,1,89,0,0,89,0,Europe
Slovakia,2010,3,126,0,850,0,850,25000,Europe
Slovakia,2012,1,5,0,0,0,0,0,Europe
Slovenia,2003,1,289,0,0,0,0,80000,Europe
Slovenia,2004,1,1,5,600,0,605,10000,Europe
Slovenia,2005,1,0,0,0,0,0,5000,Europe
Slovenia,2007,2,6,0,0,1050,1050,392000,Europe
Slovenia,2012,1,0,0,12000,0,12000,265000,Europe
Solomon Is,2002,1,0,10,0,1100,1110,0,Oceania
Solomon Is,2003,2,0,0,275,150,425,0,Oceania
Solomon Is,2007,1,52,9,2375,0,2384,0,Oceania
Solomon Is,2008,1,0,0,0,0,0,0,Oceania
Solomon Is,2009,1,21,0,7000,0,7000,0,Oceania
Solomon Is,2010,3,2,2,17141,590,17733,0,Oceania
Solomon Is,2011,1,0,0,0,0,0,0,Oceania
Solomon Is,2012,1,0,0,4836,0,4836,0,Oceania
Solomon Is,2013,1,10,0,3329,0,3329,0,Oceania
Somalia,2000,7,688,0,155990,220000,375990,0,Africa
Somalia,2001,2,33,0,6611,0,6611,0,Africa
Somalia,2002,3,93,0,1191,0,1191,0,Africa
Somalia,2003,2,1,0,300,0,300,0,Africa
Somalia,2004,3,298,283,304800,1500,306583,100000,Africa
Somalia,2005,5,27,20,5199,2500,7719,20,Africa
Somalia,2006,10,246,0,492376,0,492376,0,Africa
Somalia,2007,3,1158,12,43687,2000,45699,0,Africa
Somalia,2008,3,13,0,3352663,0,3352663,0,Africa
Somalia,2009,1,0,0,1750,0,1750,0,Africa
Somalia,2010,3,11,0,4016000,200,4016200,0,Africa
Somalia,2011,1,0,0,2800,0,2800,0,Africa
Somalia,2012,3,31,0,3012200,20000,3032200,0,Africa
South Africa,2000,6,275,100,90107,650,90857,170000,Africa
South Africa,2001,6,50,52,42656,600,43308,0,Africa
South Africa,2002,10,127,566,117002,1000,118568,14041,Africa
South Africa,2003,2,1,0,500,600,1100,0,Africa
South Africa,2004,3,5,0,15000174,15000,15015174,0,Africa
South Africa,2005,1,2,58,0,0,58,20000,Africa
South Africa,2006,2,12,0,7160,0,7160,216000,Africa
South Africa,2007,3,48,0,38000,1600,39600,0,Africa
South Africa,2008,4,115,101,16752,3500,20353,431264,Africa
South Africa,2009,4,33,0,20300,0,20300,15000,Africa
South Africa,2010,1,40,0,6000,0,6000,0,Africa
South Africa,2011,3,46,217,202606,3500,206323,221000,Africa
South Africa,2012,2,13,0,126350,0,126350,200000,Africa
South Africa,2013,1,3,0,2870,0,2870,0,Africa
South Sudan,2012,2,47,0,157000,0,157000,0,Africa
Spain,2000,5,38,2,1000,0,1002,75000,Europe
Spain,2001,2,12,0,751,0,751,72000,Europe
Spain,2002,2,6,50,1,0,51,87000,Europe
Spain,2003,2,15095,0,200,0,200,880000,Europe
Spain,2004,3,29,100,1600,0,1700,17285,Europe
Spain,2005,2,20,1,0,0,1,2050000,Europe
Spain,2006,3,25,0,0,0,0,659000,Europe
Spain,2007,4,6,0,4430,0,4430,400000,Europe
Spain,2009,2,20,0,0,0,0,1900000,Europe
Spain,2010,2,5,0,30,0,30,340000,Europe
Spain,2011,2,11,300,2400,15000,17700,200000,Europe
Spain,2012,2,14,41,600,0,641,395000,Europe
Spain,2013,1,0,0,600,0,600,0,Europe
Sri Lanka,2000,4,12,0,775113,0,775113,3000,Asia
Sri Lanka,2001,2,0,0,1000000,160,1000160,0,Asia
Sri Lanka,2002,1,2,0,500000,0,500000,0,Asia
Sri Lanka,2003,1,235,0,695000,0,695000,29000,Asia
Sri Lanka,2004,3,35493,23176,731130,480000,1234306,1316500,Asia
Sri Lanka,2005,1,6,0,145000,0,145000,0,Asia
Sri Lanka,2006,1,25,2,333000,0,333002,3000,Asia
Sri Lanka,2007,3,33,0,406000,0,406000,50,Asia
Sri Lanka,2008,4,57,0,826905,0,826905,0,Asia
Sri Lanka,2009,4,349,0,355007,60000,415007,0,Asia
Sri Lanka,2010,2,27,10,239183,0,239193,105000,Asia
Sri Lanka,2011,5,254,92,294943,1060273,1355308,500000,Asia
Sri Lanka,2012,3,53,21,2247000,69000,2316021,58200,Asia
Sri Lanka,2013,2,110,15,73946,0,73961,0,Asia
St Lucia,2004,1,0,0,0,0,0,500,Americas
St Lucia,2007,2,1,0,0,0,0,40000,Americas
St Lucia,2010,3,10,0,3000,0,3000,500,Americas
St Vincent and The Grenadines,2002,1,4,0,0,0,0,11000,Americas
St Vincent and The Grenadines,2004,1,0,4,1000,0,1004,5000,Americas
St Vincent and The Grenadines,2005,1,0,0,530,0,530,0,Americas
St Vincent and The Grenadines,2010,1,0,0,6000,100,6100,25000,Americas
St Vincent and The Grenadines,2011,1,0,0,275,0,275,0,Americas
Sudan,2000,1,186,0,2363,0,2363,0,Africa
Sudan,2001,1,3,0,97000,0,97000,2000,Africa
Sudan,2002,4,82,0,101281,0,101281,0,Africa
Sudan,2003,2,47,56,325178,0,325234,184000,Africa
Sudan,2004,3,98,0,8114,0,8114,0,Africa
Sudan,2005,5,655,0,163454,4780,168234,0,Africa
Sudan,2006,8,1169,0,189769,6000,195769,0,Africa
Sudan,2007,4,734,335,372639,200000,572974,300000,Africa
Sudan,2008,5,32,0,93003,0,93003,0,Africa
Sudan,2009,2,20,0,4411455,0,4411455,0,Africa
Sudan,2010,2,36,12,16350,10000,26362,0,Africa
Sudan,2011,1,20,30,0,0,30,0,Africa
Sudan,2012,3,206,135,3335678,0,3335813,0,Africa
Swaziland,2000,2,32,0,273449,0,273449,50,Africa
Swaziland,2001,1,0,0,970000,0,970000,0,Africa
Swaziland,2005,1,0,0,890,260,1150,0,Africa
Swaziland,2006,1,1,0,6535,0,6535,0,Africa
Swaziland,2007,2,2,0,411500,0,411500,0,Africa
Swaziland,2008,1,0,0,2500,0,2500,0,Africa
Sweden,2002,3,1,0,350,0,350,0,Europe
Sweden,2005,2,7,0,0,0,0,2800000,Europe
Switzerland,2000,1,16,0,1500,0,1500,330000,Europe
Switzerland,2001,1,0,0,0,0,0,0,Europe
Switzerland,2002,4,5,2,282,0,284,180000,Europe
Switzerland,2003,2,1039,7,0,0,7,285000,Europe
Switzerland,2005,2,6,0,2500,0,2500,2100000,Europe
Switzerland,2006,2,1,0,3000,0,3000,0,Europe
Switzerland,2007,3,1,1,100,0,101,450000,Europe
Switzerland,2009,1,0,0,0,0,0,1000000,Europe
Switzerland,2010,2,0,0,0,0,0,14000,Europe
Switzerland,2011,1,0,3,0,0,3,0,Europe
Switzerland,2012,2,11,0,0,0,0,0,Europe
Switzerland,2013,1,0,84,0,0,84,250000,Europe
Syrian Arab Rep,2001,1,27,172,0,0,172,0,Asia
Syrian Arab Rep,2002,1,80,23,0,0,23,0,Asia
Syrian Arab Rep,2004,1,5,180,0,0,180,0,Asia
Syrian Arab Rep,2006,1,6,0,0,0,0,0,Asia
Syrian Arab Rep,2008,1,0,0,1300000,0,1300000,0,Asia
Taiwan (China),2000,2,103,102,0,2000,2102,285000,Asia
Taiwan (China),2001,5,195,339,650000,2000,652339,1047000,Asia
Taiwan (China),2002,4,49,200,609,0,809,25050,Asia
Taiwan (China),2003,1,3,0,0,0,0,0,Asia
Taiwan (China),2004,5,79,108,8765,0,8873,407710,Asia
Taiwan (China),2005,5,33,139,4200,0,4339,301000,Asia
Taiwan (China),2006,4,8,42,1100,0,1142,116130,Asia
Taiwan (China),2007,2,18,79,1000,1800,2879,60000,Asia
Taiwan (China),2008,5,54,88,0,0,88,142400,Asia
Taiwan (China),2009,1,630,46,2307477,0,2307523,250000,Asia
Taiwan (China),2010,3,34,196,0,0,196,1073100,Asia
Taiwan (China),2012,3,20,0,35000,0,35000,52200,Asia
Taiwan (China),2013,1,4,19,1500,0,1519,1100,Asia
Tajikistan,2000,2,0,0,3006000,0,3006000,57000,Asia
Tajikistan,2001,3,1,15,3020,150,3185,834,Asia
Tajikistan,2002,6,35,63,2248,3490,5801,2836,Asia
Tajikistan,2003,4,7,0,7412,780,8192,61000,Asia
Tajikistan,2004,2,0,0,400180,0,400180,12000,Asia
Tajikistan,2005,3,24,3,6327,735,7065,50000,Asia
Tajikistan,2006,3,25,24,29131,0,29155,22000,Asia
Tajikistan,2007,4,49,3,24184,125,24312,0,Asia
Tajikistan,2008,2,0,0,2800000,0,2800000,840000,Asia
Tajikistan,2009,1,21,0,15000,0,15000,1000,Asia
Tajikistan,2010,4,96,300,15484,1134,16918,205500,Asia
Tajikistan,2011,2,0,0,2130,0,2130,0,Asia
Tajikistan,2012,3,3,0,8087,0,8087,760,Asia
Tajikistan,2013,1,0,0,2500,0,2500,0,Asia
Tanzania Uni Rep,2000,6,74,23,1648,1835,3506,0,Africa
Tanzania Uni Rep,2001,5,43,0,515,1050,1565,0,Africa
Tanzania Uni Rep,2002,3,20,0,1349,2000,3349,0,Africa
Tanzania Uni Rep,2003,2,0,0,1902000,0,1902000,0,Africa
Tanzania Uni Rep,2004,2,10,0,254000,0,254000,0,Africa
Tanzania Uni Rep,2005,3,9,0,16124,0,16124,0,Africa
Tanzania Uni Rep,2006,8,70,28,3701410,21500,3722938,0,Africa
Tanzania Uni Rep,2007,2,119,0,284,0,284,0,Africa
Tanzania Uni Rep,2008,4,73,22,8170,1942,10134,0,Africa
Tanzania Uni Rep,2009,4,50,0,51205,0,51205,0,Africa
Tanzania Uni Rep,2011,4,37,200,1059000,6776,1065976,0,Africa
Tanzania Uni Rep,2012,1,10,0,0,0,0,0,Africa
Thailand,2000,6,198,570,3366396,0,3366966,109056,Asia
Thailand,2001,7,222,139,465660,4730,470529,28500,Asia
Thailand,2002,7,192,162,8317865,36104,8354131,40127,Asia
Thailand,2003,5,16,0,112704,0,112704,26400,Asia
Thailand,2004,8,8389,8467,574658,50,583175,1175000,Asia
Thailand,2005,6,86,40,822770,0,822810,658246,Asia
Thailand,2006,3,280,0,2557308,0,2557308,34940,Asia
Thailand,2007,5,53,0,183000,0,183000,1500,Asia
Thailand,2008,6,39,0,11572157,1000,11573157,27844,Asia
Thailand,2009,1,15,0,200000,0,200000,0,Asia
Thailand,2010,3,260,0,15454135,0,15454135,332000,Asia
Thailand,2011,6,923,16,11253838,0,11253854,40317000,Asia
Thailand,2012,1,0,0,235545,0,235545,0,Asia
Togo,2001,2,235,0,1567,0,1567,0,Africa
Togo,2002,1,95,0,494,0,494,0,Africa
Togo,2003,1,40,0,790,0,790,0,Africa
Togo,2006,1,0,0,2000,0,2000,0,Africa
Togo,2007,1,41,77,127880,13374,141331,0,Africa
Togo,2008,2,12,79,45421,0,45500,0,Africa
Togo,2009,1,0,0,0,0,0,0,Africa
Togo,2010,3,82,0,111786,0,111786,0,Africa
Tonga,2001,1,0,0,16500,0,16500,51300,Oceania
Tonga,2004,1,0,0,0,0,0,0,Oceania
Tonga,2009,1,9,7,500,0,507,9500,Oceania
Tonga,2011,1,0,0,0,0,0,3000,Oceania
Trinidad and Tobago,2004,2,3,0,1760,0,1760,1000,Americas
Trinidad and Tobago,2005,1,0,0,0,0,0,0,Americas
Trinidad and Tobago,2010,1,0,0,0,0,0,0,Americas
Tunisia,2003,2,12,0,27000,0,27000,0,Africa
Tunisia,2007,2,16,0,6500,0,6500,0,Africa
Tunisia,2009,1,17,8,0,0,8,0,Africa
Turkey,2000,6,16,380,25000,350,25730,41000,Asia
Turkey,2001,7,50,176,3555,0,3731,25000,Asia
Turkey,2002,4,90,327,225000,30000,255327,95000,Asia
Turkey,2003,5,186,692,245240,45000,290932,135000,Asia
Turkey,2004,11,89,217,38443,50000,88660,0,Asia
Turkey,2005,7,41,253,5950,0,6203,0,Asia
Turkey,2006,3,79,15,63222,0,63237,317000,Asia
Turkey,2007,4,19,0,3150,36,3186,0,Asia
Turkey,2008,1,2,0,0,300,300,0,Asia
Turkey,2009,4,62,31,35106,0,35137,550000,Asia
Turkey,2010,2,64,106,3500,200,3806,0,Asia
Turkey,2011,4,655,4306,6786,32075,43167,1744000,Asia
Turkey,2012,1,13,0,0,0,0,0,Asia
Turkmenistan,2000,1,11,0,0,0,0,0,Asia
Tuvalu,2011,1,0,0,0,0,0,0,Oceania
Uganda,2000,5,259,5,723,10000,10728,0,Africa
Uganda,2001,4,26,10,3865,300,4175,0,Africa
Uganda,2002,4,96,0,655760,200,655960,0,Africa
Uganda,2003,3,60,0,942,1500,2442,0,Africa
Uganda,2004,3,3,0,10053,20000,30053,0,Africa
Uganda,2005,3,21,0,600726,0,600726,0,Africa
Uganda,2006,6,206,0,11382,0,11382,0,Africa
Uganda,2007,4,165,0,444007,282975,726982,71,Africa
Uganda,2008,3,77,40,1130388,0,1130428,0,Africa
Uganda,2009,2,17,0,544,0,544,0,Africa
Uganda,2010,3,436,10,681975,0,681985,0,Africa
Uganda,2011,2,50,47,63075,0,63122,0,Africa
Uganda,2012,5,174,180,20864,3368,24412,0,Africa
Uganda,2013,2,17,216,20000,0,20216,3100,Africa
Ukraine,2000,4,10,710,47400,0,48110,205000,Europe
Ukraine,2001,1,9,0,300000,0,300000,15000,Europe
Ukraine,2003,1,0,0,600,0,600,0,Europe
Ukraine,2005,2,801,9600,58340,0,67940,0,Europe
Ukraine,2006,2,2,0,5000,0,5000,23855,Europe
Ukraine,2007,2,0,17,6268,1267,7552,100000,Europe
Ukraine,2008,2,43,0,224725,0,224725,1000000,Europe
Ukraine,2009,1,27,0,0,0,0,0,Europe
Ukraine,2010,1,6,59,40000,0,40059,1900,Europe
Ukraine,2012,3,195,3026,85000,0,88026,1690000,Europe
United Kingdom,2000,5,16,4,21540,0,21544,7418150,Europe
United Kingdom,2001,3,11,0,270,0,270,0,Europe
United Kingdom,2002,6,15,0,754,0,754,400050,Europe
United Kingdom,2003,1,301,0,0,0,0,0,Europe
United Kingdom,2004,1,0,8,1000,0,1008,96000,Europe
United Kingdom,2005,4,11,0,3000,0,3000,700000,Europe
United Kingdom,2007,5,27,1,344700,30000,374701,9708000,Europe
United Kingdom,2008,3,8,0,3300,0,3300,3000,Europe
United Kingdom,2009,3,8,47,4080,0,4127,484000,Europe
United Kingdom,2010,2,0,0,0,0,0,500,Europe
United Kingdom,2012,5,8,0,3785,0,3785,2946000,Europe
United States,2000,31,162,360,81564,6374,88298,5301600,Americas
United States,2001,28,153,641,128218,75868,204727,8335800,Americas
United States,2002,32,443,413,171053,3409,174875,10816100,Americas
United States,2003,23,210,566,258195,16101,274862,18942600,Americas
United States,2004,23,219,62,5099724,1035,5100821,55692000,Americas
United States,2005,16,1973,47,848415,1542,850004,159060330,Americas
United States,2006,29,326,296,82974,267,83537,6422360,Americas
United States,2007,23,333,521,666470,1127,668118,9663000,Americas
United States,2008,22,303,768,13390150,300,13391218,57762000,Americas
United States,2009,17,145,247,9750,1326,11323,12256000,Americas
United States,2010,14,98,171,12300,0,12471,9162500,Americas
United States,2011,23,809,3598,395700,32100,431398,59433000,Americas
United States,2012,25,318,437,91409,1305,93151,98469000,Americas
United States,2013,5,92,600,170084,1920,172604,5700000,Americas
Uruguay,2000,3,7,0,5400,100,5500,0,Americas
Uruguay,2001,1,0,0,5000,0,5000,0,Americas
Uruguay,2002,2,2,0,1300,2700,4000,25000,Americas
Uruguay,2003,1,0,0,200,0,200,0,Americas
Uruguay,2004,1,0,0,2000,0,2000,0,Americas
Uruguay,2005,1,7,12,0,0,12,0,Americas
Uruguay,2007,3,2,0,110000,10000,120000,45000,Americas
Uruguay,2009,1,12,0,22000,0,22000,0,Americas
Uruguay,2010,1,4,0,0,0,0,0,Americas
Uzbekistan,2000,1,0,0,600000,0,600000,50000,Asia
Uzbekistan,2005,1,0,0,1500,0,1500,0,Asia
Uzbekistan,2011,1,13,0,86,0,86,0,Asia
Vanuatu,2001,3,2,0,5005,295,5300,0,Oceania
Vanuatu,2002,3,0,4,4000,0,4004,0,Oceania
Vanuatu,2004,1,2,8,54000,0,54008,0,Oceania
Vanuatu,2005,1,0,0,5000,0,5000,0,Oceania
Vanuatu,2006,1,0,0,0,0,0,0,Oceania
Vanuatu,2008,1,0,0,9000,0,9000,0,Oceania
Vanuatu,2009,2,0,0,1350,0,1350,0,Oceania
Vanuatu,2011,2,0,0,0,0,0,0,Oceania
Venezuela,2000,2,15,4,27000,0,27004,0,Americas
Venezuela,2002,1,4,0,55376,0,55376,3000,Americas
Venezuela,2003,2,1,0,450,200,650,0,Americas
Venezuela,2004,2,40,5,1645,4080,5730,0,Americas
Venezuela,2005,4,97,147,44000,1650,45797,51000,Americas
Venezuela,2006,1,0,0,95,40,135,0,Americas
Venezuela,2008,1,8,0,1500,0,1500,0,Americas
Venezuela,2009,1,0,0,0,0,0,0,Americas
Venezuela,2010,3,49,0,94918,0,94918,170000,Americas
Venezuela,2011,3,17,0,1668,2000,3668,16000,Americas
Venezuela,2012,1,0,0,11000,0,11000,93000,Americas
Viet Nam,2000,11,592,215,5027505,11860,5039580,291035,Asia
Viet Nam,2001,7,392,95,1785895,23100,1809090,171900,Asia
Viet Nam,2002,7,152,116,2733558,0,2733674,284200,Asia
Viet Nam,2003,5,143,81,402888,18880,421849,105000,Asia
Viet Nam,2004,7,231,23,535951,0,535974,38000,Asia
Viet Nam,2005,11,324,31,851900,18205,870136,346370,Asia
Viet Nam,2006,11,579,2010,2994720,352680,3349410,1099000,Asia
Viet Nam,2007,7,353,322,1599755,47525,1647602,981000,Asia
Viet Nam,2008,10,411,163,776330,12660,789153,673500,Asia
Viet Nam,2009,6,356,1006,3607820,108635,3717461,1065200,Asia
Viet Nam,2010,7,221,103,1522710,1620,1524433,704700,Asia
Viet Nam,2011,5,138,77,1361570,0,1361647,219002,Asia
Viet Nam,2012,4,72,147,59320,297045,356512,372800,Asia
Wallis and Futuna Is,2012,1,0,2,1250,0,1252,0,Oceania
Yemen,2000,1,32,0,289,0,289,0,Asia
Yemen,2001,3,63,0,0,0,0,0,Asia
Yemen,2002,4,53,0,260,440,700,0,Asia
